Temperature (K)	Pressure (MPa)	Density (l, mol/m3)	Volume (l, m3/mol)	Internal Energy (l, kJ/mol)	Enthalpy (l, kJ/mol)	Entropy (l, J/mol*K)	Cv (l, J/mol*K)	Cp (l, J/mol*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/MPa)	Viscosity (l, Pa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, mol/m3)	Volume (v, m3/mol)	Internal Energy (v, kJ/mol)	Enthalpy (v, kJ/mol)	Entropy (v, J/mol*K)	Cv (v, J/mol*K)	Cp (v, J/mol*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/MPa)	Viscosity (v, Pa*s)	Therm. Cond. (v, W/m*K)
97.182	0.25715	33356.	2.9980e-05	-4.2549	-4.2472	59.734	20.178	45.610	767.80	-0.33715	0.00019922	0.11256	0.010091	340.68	0.0029353	1.1119	1.8667	122.65	13.591	24.359	177.39	26.688	8.0724e-06	0.0063871
97.294	0.25957	33338.	2.9996e-05	-4.2499	-4.2421	59.785	20.166	45.628	766.98	-0.33634	0.00019859	0.11241	0.010064	343.66	0.0029099	1.1125	1.8678	122.58	13.597	24.384	177.45	26.630	8.0833e-06	0.0063979
97.405	0.26201	33319.	3.0013e-05	-4.2449	-4.2370	59.837	20.153	45.645	766.16	-0.33553	0.00019796	0.11227	0.010037	346.65	0.0028848	1.1131	1.8690	122.52	13.604	24.410	177.52	26.571	8.0943e-06	0.0064087
97.516	0.26447	33301.	3.0029e-05	-4.2398	-4.2319	59.889	20.141	45.663	765.34	-0.33471	0.00019732	0.11212	0.010010	349.66	0.0028599	1.1137	1.8701	122.46	13.611	24.435	177.58	26.513	8.1052e-06	0.0064196
97.628	0.26694	33282.	3.0046e-05	-4.2348	-4.2267	59.941	20.129	45.680	764.52	-0.33388	0.00019670	0.11198	0.0099834	352.69	0.0028353	1.1144	1.8712	122.40	13.617	24.461	177.64	26.455	8.1162e-06	0.0064305
97.739	0.26943	33264.	3.0063e-05	-4.2297	-4.2216	59.993	20.117	45.698	763.70	-0.33305	0.00019607	0.11183	0.0099566	355.75	0.0028110	1.1150	1.8723	122.34	13.624	24.487	177.70	26.397	8.1271e-06	0.0064414
97.851	0.27194	33245.	3.0080e-05	-4.2247	-4.2165	60.044	20.105	45.716	762.88	-0.33222	0.00019545	0.11169	0.0099298	358.82	0.0027869	1.1156	1.8735	122.28	13.630	24.513	177.76	26.339	8.1381e-06	0.0064523
97.962	0.27447	33227.	3.0096e-05	-4.2196	-4.2113	60.096	20.093	45.734	762.05	-0.33138	0.00019483	0.11154	0.0099031	361.91	0.0027631	1.1162	1.8746	122.22	13.637	24.539	177.83	26.281	8.1491e-06	0.0064633
98.074	0.27701	33208.	3.0113e-05	-4.2145	-4.2062	60.148	20.081	45.752	761.23	-0.33054	0.00019422	0.11139	0.0098763	365.02	0.0027396	1.1168	1.8757	122.16	13.644	24.565	177.89	26.224	8.1601e-06	0.0064743
98.185	0.27957	33190.	3.0130e-05	-4.2095	-4.2011	60.199	20.069	45.771	760.41	-0.32969	0.00019360	0.11125	0.0098496	368.15	0.0027163	1.1174	1.8767	122.10	13.650	24.591	177.95	26.167	8.1711e-06	0.0064853
98.297	0.28215	33171.	3.0147e-05	-4.2044	-4.1959	60.251	20.057	45.789	759.58	-0.32884	0.00019299	0.11110	0.0098229	371.30	0.0026932	1.1180	1.8778	122.04	13.657	24.618	178.01	26.110	8.1821e-06	0.0064964
98.408	0.28474	33152.	3.0164e-05	-4.1994	-4.1908	60.302	20.045	45.808	758.76	-0.32798	0.00019239	0.11096	0.0097962	374.47	0.0026704	1.1185	1.8789	121.98	13.664	24.645	178.07	26.053	8.1931e-06	0.0065075
98.520	0.28735	33134.	3.0181e-05	-4.1943	-4.1856	60.354	20.033	45.827	757.93	-0.32712	0.00019178	0.11081	0.0097695	377.67	0.0026478	1.1191	1.8800	121.92	13.671	24.672	178.13	25.997	8.2041e-06	0.0065186
98.631	0.28998	33115.	3.0198e-05	-4.1892	-4.1805	60.405	20.021	45.846	757.10	-0.32625	0.00019118	0.11066	0.0097428	380.88	0.0026255	1.1197	1.8810	121.86	13.677	24.699	178.19	25.940	8.2152e-06	0.0065298
98.743	0.29263	33097.	3.0215e-05	-4.1842	-4.1753	60.457	20.009	45.865	756.28	-0.32538	0.00019058	0.11052	0.0097162	384.11	0.0026034	1.1203	1.8821	121.80	13.684	24.726	178.25	25.884	8.2262e-06	0.0065409
98.854	0.29530	33078.	3.0232e-05	-4.1791	-4.1702	60.508	19.998	45.884	755.45	-0.32451	0.00018998	0.11037	0.0096895	387.36	0.0025815	1.1208	1.8832	121.74	13.691	24.753	178.31	25.828	8.2373e-06	0.0065521
98.966	0.29798	33059.	3.0249e-05	-4.1740	-4.1650	60.559	19.986	45.903	754.62	-0.32363	0.00018939	0.11023	0.0096629	390.64	0.0025599	1.1214	1.8842	121.68	13.698	24.781	178.37	25.772	8.2483e-06	0.0065634
99.077	0.30069	33041.	3.0266e-05	-4.1690	-4.1599	60.611	19.974	45.923	753.79	-0.32274	0.00018880	0.11008	0.0096363	393.93	0.0025385	1.1220	1.8852	121.62	13.705	24.808	178.43	25.717	8.2594e-06	0.0065746
99.188	0.30341	33022.	3.0283e-05	-4.1639	-4.1547	60.662	19.962	45.942	752.96	-0.32185	0.00018821	0.10994	0.0096097	397.25	0.0025173	1.1225	1.8863	121.57	13.712	24.836	178.49	25.661	8.2705e-06	0.0065859
99.300	0.30615	33003.	3.0300e-05	-4.1588	-4.1495	60.713	19.951	45.962	752.13	-0.32096	0.00018762	0.10979	0.0095831	400.58	0.0024964	1.1231	1.8873	121.51	13.719	24.864	178.55	25.606	8.2816e-06	0.0065973
99.411	0.30890	32984.	3.0317e-05	-4.1537	-4.1444	60.764	19.939	45.982	751.30	-0.32006	0.00018704	0.10964	0.0095566	403.94	0.0024756	1.1236	1.8883	121.45	13.726	24.892	178.61	25.551	8.2927e-06	0.0066086
99.523	0.31168	32966.	3.0335e-05	-4.1487	-4.1392	60.815	19.928	46.002	750.47	-0.31916	0.00018645	0.10950	0.0095300	407.32	0.0024551	1.1241	1.8893	121.39	13.733	24.920	178.66	25.496	8.3038e-06	0.0066200
99.634	0.31447	32947.	3.0352e-05	-4.1436	-4.1340	60.866	19.916	46.022	749.64	-0.31825	0.00018588	0.10935	0.0095035	410.72	0.0024348	1.1247	1.8903	121.33	13.740	24.949	178.72	25.442	8.3150e-06	0.0066314
99.746	0.31728	32928.	3.0369e-05	-4.1385	-4.1289	60.917	19.904	46.043	748.81	-0.31733	0.00018530	0.10921	0.0094770	414.14	0.0024146	1.1252	1.8913	121.27	13.747	24.977	178.78	25.387	8.3261e-06	0.0066429
99.857	0.32012	32909.	3.0387e-05	-4.1334	-4.1237	60.968	19.893	46.063	747.97	-0.31641	0.00018472	0.10906	0.0094505	417.58	0.0023947	1.1257	1.8923	121.21	13.754	25.006	178.84	25.333	8.3373e-06	0.0066544
99.969	0.32297	32890.	3.0404e-05	-4.1283	-4.1185	61.019	19.881	46.084	747.14	-0.31549	0.00018415	0.10891	0.0094240	421.04	0.0023751	1.1263	1.8933	121.16	13.761	25.035	178.89	25.279	8.3484e-06	0.0066659
100.08	0.32583	32872.	3.0421e-05	-4.1232	-4.1133	61.070	19.870	46.105	746.31	-0.31456	0.00018358	0.10877	0.0093976	424.53	0.0023556	1.1268	1.8943	121.10	13.768	25.064	178.95	25.225	8.3596e-06	0.0066775
100.19	0.32872	32853.	3.0439e-05	-4.1182	-4.1082	61.121	19.859	46.126	745.47	-0.31363	0.00018302	0.10862	0.0093711	428.03	0.0023363	1.1273	1.8953	121.04	13.775	25.093	179.01	25.171	8.3708e-06	0.0066890
100.30	0.33163	32834.	3.0456e-05	-4.1131	-4.1030	61.172	19.847	46.147	744.63	-0.31269	0.00018245	0.10848	0.0093447	431.56	0.0023172	1.1278	1.8962	120.98	13.782	25.123	179.06	25.117	8.3820e-06	0.0067006
100.41	0.33455	32815.	3.0474e-05	-4.1080	-4.0978	61.223	19.836	46.168	743.80	-0.31175	0.00018189	0.10833	0.0093183	435.11	0.0022983	1.1283	1.8972	120.92	13.789	25.152	179.12	25.064	8.3932e-06	0.0067123
100.53	0.33750	32796.	3.0491e-05	-4.1029	-4.0926	61.273	19.824	46.190	742.96	-0.31080	0.00018133	0.10818	0.0092919	438.68	0.0022795	1.1288	1.8981	120.87	13.797	25.182	179.18	25.011	8.4044e-06	0.0067240
100.64	0.34046	32777.	3.0509e-05	-4.0978	-4.0874	61.324	19.813	46.211	742.12	-0.30984	0.00018077	0.10804	0.0092655	442.28	0.0022610	1.1293	1.8991	120.81	13.804	25.212	179.23	24.958	8.4157e-06	0.0067357
100.75	0.34344	32758.	3.0527e-05	-4.0927	-4.0822	61.375	19.802	46.233	741.29	-0.30889	0.00018022	0.10789	0.0092391	445.89	0.0022427	1.1298	1.9000	120.75	13.811	25.242	179.29	24.905	8.4269e-06	0.0067474
100.86	0.34644	32739.	3.0544e-05	-4.0876	-4.0770	61.426	19.791	46.255	740.45	-0.30792	0.00017967	0.10775	0.0092128	449.53	0.0022245	1.1303	1.9009	120.69	13.818	25.272	179.34	24.852	8.4382e-06	0.0067592
100.97	0.34946	32720.	3.0562e-05	-4.0825	-4.0718	61.476	19.779	46.277	739.61	-0.30695	0.00017912	0.10760	0.0091864	453.19	0.0022066	1.1307	1.9019	120.64	13.826	25.303	179.40	24.800	8.4494e-06	0.0067710
101.08	0.35250	32701.	3.0580e-05	-4.0774	-4.0666	61.527	19.768	46.299	738.77	-0.30598	0.00017857	0.10746	0.0091601	456.88	0.0021888	1.1312	1.9028	120.58	13.833	25.333	179.45	24.747	8.4607e-06	0.0067828
101.19	0.35556	32682.	3.0598e-05	-4.0723	-4.0614	61.577	19.757	46.321	737.93	-0.30500	0.00017802	0.10731	0.0091338	460.58	0.0021712	1.1317	1.9037	120.52	13.840	25.364	179.51	24.695	8.4720e-06	0.0067947
101.31	0.35864	32663.	3.0616e-05	-4.0672	-4.0562	61.628	19.746	46.344	737.08	-0.30401	0.00017748	0.10716	0.0091075	464.31	0.0021537	1.1322	1.9046	120.47	13.848	25.395	179.56	24.643	8.4833e-06	0.0068066
101.42	0.36174	32644.	3.0634e-05	-4.0621	-4.0510	61.678	19.735	46.367	736.24	-0.30302	0.00017694	0.10702	0.0090813	468.06	0.0021365	1.1326	1.9055	120.41	13.855	25.426	179.62	24.591	8.4946e-06	0.0068186
101.53	0.36486	32625.	3.0651e-05	-4.0569	-4.0458	61.729	19.724	46.389	735.40	-0.30203	0.00017640	0.10687	0.0090550	471.83	0.0021194	1.1331	1.9064	120.35	13.863	25.457	179.67	24.539	8.5059e-06	0.0068306
101.64	0.36800	32606.	3.0669e-05	-4.0518	-4.0405	61.779	19.713	46.412	734.56	-0.30103	0.00017586	0.10673	0.0090288	475.63	0.0021025	1.1335	1.9072	120.30	13.870	25.489	179.72	24.488	8.5173e-06	0.0068426
101.75	0.37116	32587.	3.0687e-05	-4.0467	-4.0353	61.829	19.702	46.435	733.71	-0.30002	0.00017533	0.10658	0.0090026	479.45	0.0020857	1.1340	1.9081	120.24	13.878	25.521	179.78	24.437	8.5286e-06	0.0068546
101.86	0.37434	32567.	3.0705e-05	-4.0416	-4.0301	61.880	19.691	46.459	732.87	-0.29901	0.00017480	0.10644	0.0089764	483.29	0.0020692	1.1344	1.9090	120.18	13.885	25.552	179.83	24.385	8.5400e-06	0.0068667
101.98	0.37753	32548.	3.0724e-05	-4.0365	-4.0249	61.930	19.680	46.482	732.02	-0.29800	0.00017427	0.10629	0.0089502	487.15	0.0020527	1.1349	1.9098	120.13	13.893	25.584	179.88	24.334	8.5514e-06	0.0068788
102.09	0.38075	32529.	3.0742e-05	-4.0314	-4.0197	61.980	19.669	46.506	731.17	-0.29697	0.00017374	0.10614	0.0089240	491.04	0.0020365	1.1353	1.9107	120.07	13.900	25.617	179.93	24.284	8.5627e-06	0.0068910
102.20	0.38399	32510.	3.0760e-05	-4.0262	-4.0144	62.031	19.658	46.529	730.33	-0.29595	0.00017321	0.10600	0.0088979	494.95	0.0020204	1.1357	1.9115	120.02	13.908	25.649	179.99	24.233	8.5741e-06	0.0069032
102.31	0.38725	32491.	3.0778e-05	-4.0211	-4.0092	62.081	19.647	46.553	729.48	-0.29491	0.00017269	0.10585	0.0088718	498.89	0.0020045	1.1361	1.9124	119.96	13.916	25.681	180.04	24.182	8.5856e-06	0.0069154
102.42	0.39053	32471.	3.0796e-05	-4.0160	-4.0040	62.131	19.636	46.577	728.63	-0.29388	0.00017217	0.10571	0.0088456	502.85	0.0019887	1.1366	1.9132	119.90	13.923	25.714	180.09	24.132	8.5970e-06	0.0069276
102.53	0.39383	32452.	3.0815e-05	-4.0109	-3.9987	62.181	19.625	46.602	727.78	-0.29283	0.00017165	0.10556	0.0088195	506.83	0.0019730	1.1370	1.9140	119.85	13.931	25.747	180.14	24.082	8.6084e-06	0.0069399
102.64	0.39715	32433.	3.0833e-05	-4.0057	-3.9935	62.231	19.614	46.626	726.93	-0.29178	0.00017113	0.10542	0.0087935	510.84	0.0019576	1.1374	1.9148	119.79	13.939	25.780	180.19	24.032	8.6199e-06	0.0069523
102.76	0.40049	32414.	3.0851e-05	-4.0006	-3.9882	62.281	19.604	46.651	726.08	-0.29073	0.00017061	0.10527	0.0087674	514.87	0.0019423	1.1378	1.9156	119.74	13.946	25.814	180.25	23.982	8.6313e-06	0.0069646
102.87	0.40385	32394.	3.0870e-05	-3.9955	-3.9830	62.331	19.593	46.675	725.23	-0.28967	0.00017010	0.10513	0.0087413	518.92	0.0019271	1.1382	1.9164	119.68	13.954	25.847	180.30	23.932	8.6428e-06	0.0069770
102.98	0.40723	32375.	3.0888e-05	-3.9903	-3.9777	62.381	19.582	46.700	724.38	-0.28860	0.00016959	0.10498	0.0087153	523.00	0.0019121	1.1386	1.9172	119.63	13.962	25.881	180.35	23.882	8.6543e-06	0.0069895
103.09	0.41063	32355.	3.0907e-05	-3.9852	-3.9725	62.431	19.572	46.725	723.53	-0.28753	0.00016908	0.10484	0.0086893	527.10	0.0018972	1.1390	1.9180	119.57	13.970	25.915	180.40	23.833	8.6658e-06	0.0070019
103.20	0.41406	32336.	3.0925e-05	-3.9800	-3.9672	62.481	19.561	46.750	722.67	-0.28645	0.00016857	0.10469	0.0086633	531.23	0.0018824	1.1394	1.9188	119.52	13.978	25.949	180.45	23.784	8.6773e-06	0.0070145
103.31	0.41750	32317.	3.0944e-05	-3.9749	-3.9620	62.531	19.550	46.776	721.82	-0.28537	0.00016807	0.10455	0.0086373	535.38	0.0018678	1.1397	1.9196	119.46	13.986	25.983	180.50	23.734	8.6888e-06	0.0070270
103.42	0.42097	32297.	3.0962e-05	-3.9697	-3.9567	62.581	19.540	46.801	720.97	-0.28428	0.00016756	0.10440	0.0086113	539.55	0.0018534	1.1401	1.9203	119.41	13.994	26.017	180.55	23.685	8.7004e-06	0.0070396
103.54	0.42445	32278.	3.0981e-05	-3.9646	-3.9514	62.631	19.529	46.827	720.11	-0.28319	0.00016706	0.10425	0.0085854	543.75	0.0018391	1.1405	1.9211	119.35	14.001	26.052	180.60	23.637	8.7119e-06	0.0070522
103.65	0.42796	32258.	3.1000e-05	-3.9594	-3.9462	62.681	19.519	46.853	719.25	-0.28209	0.00016656	0.10411	0.0085595	547.98	0.0018249	1.1409	1.9218	119.30	14.009	26.087	180.65	23.588	8.7235e-06	0.0070649
103.76	0.43149	32239.	3.1019e-05	-3.9543	-3.9409	62.730	19.508	46.879	718.40	-0.28098	0.00016607	0.10396	0.0085336	552.23	0.0018108	1.1412	1.9226	119.24	14.017	26.122	180.69	23.539	8.7351e-06	0.0070776
103.87	0.43504	32219.	3.1037e-05	-3.9491	-3.9356	62.780	19.498	46.905	717.54	-0.27987	0.00016557	0.10382	0.0085077	556.50	0.0017969	1.1416	1.9233	119.19	14.025	26.157	180.74	23.491	8.7467e-06	0.0070903
103.98	0.43861	32200.	3.1056e-05	-3.9440	-3.9304	62.830	19.487	46.932	716.68	-0.27875	0.00016508	0.10367	0.0084818	560.80	0.0017832	1.1419	1.9240	119.13	14.034	26.193	180.79	23.443	8.7583e-06	0.0071031
104.09	0.44220	32180.	3.1075e-05	-3.9388	-3.9251	62.879	19.477	46.958	715.82	-0.27763	0.00016458	0.10353	0.0084559	565.13	0.0017695	1.1423	1.9247	119.08	14.042	26.228	180.84	23.395	8.7699e-06	0.0071159
104.20	0.44582	32161.	3.1094e-05	-3.9337	-3.9198	62.929	19.466	46.985	714.96	-0.27650	0.00016409	0.10338	0.0084301	569.48	0.0017560	1.1426	1.9255	119.02	14.050	26.264	180.89	23.347	8.7815e-06	0.0071288
104.32	0.44945	32141.	3.1113e-05	-3.9285	-3.9145	62.979	19.456	47.012	714.10	-0.27537	0.00016361	0.10324	0.0084042	573.85	0.0017426	1.1429	1.9262	118.97	14.058	26.300	180.93	23.299	8.7932e-06	0.0071417
104.43	0.45311	32121.	3.1132e-05	-3.9233	-3.9092	63.028	19.445	47.039	713.24	-0.27422	0.00016312	0.10309	0.0083784	578.25	0.0017294	1.1433	1.9268	118.91	14.066	26.337	180.98	23.251	8.8048e-06	0.0071546
104.54	0.45679	32102.	3.1151e-05	-3.9182	-3.9039	63.078	19.435	47.066	712.38	-0.27308	0.00016264	0.10295	0.0083526	582.68	0.0017162	1.1436	1.9275	118.86	14.074	26.373	181.03	23.204	8.8165e-06	0.0071676
104.65	0.46049	32082.	3.1170e-05	-3.9130	-3.8986	63.127	19.425	47.094	711.52	-0.27192	0.00016215	0.10280	0.0083269	587.13	0.0017032	1.1439	1.9282	118.81	14.082	26.410	181.08	23.156	8.8282e-06	0.0071806
104.76	0.46421	32062.	3.1189e-05	-3.9078	-3.8933	63.177	19.415	47.121	710.65	-0.27076	0.00016167	0.10266	0.0083011	591.61	0.0016903	1.1442	1.9289	118.75	14.091	26.447	181.12	23.109	8.8399e-06	0.0071937
104.87	0.46796	32043.	3.1209e-05	-3.9026	-3.8880	63.226	19.404	47.149	709.79	-0.26960	0.00016119	0.10251	0.0082754	596.11	0.0016775	1.1445	1.9295	118.70	14.099	26.484	181.17	23.062	8.8516e-06	0.0072068
104.98	0.47172	32023.	3.1228e-05	-3.8975	-3.8827	63.276	19.394	47.177	708.93	-0.26843	0.00016072	0.10237	0.0082496	600.64	0.0016649	1.1448	1.9302	118.64	14.107	26.521	181.22	23.015	8.8634e-06	0.0072199
105.10	0.47551	32003.	3.1247e-05	-3.8923	-3.8774	63.325	19.384	47.205	708.06	-0.26725	0.00016024	0.10222	0.0082239	605.19	0.0016524	1.1451	1.9308	118.59	14.116	26.559	181.26	22.968	8.8751e-06	0.0072331
105.21	0.47932	31983.	3.1266e-05	-3.8871	-3.8721	63.375	19.374	47.234	707.19	-0.26607	0.00015977	0.10208	0.0081982	609.78	0.0016399	1.1454	1.9315	118.54	14.124	26.597	181.31	22.922	8.8869e-06	0.0072463
105.32	0.48316	31963.	3.1286e-05	-3.8819	-3.8668	63.424	19.364	47.262	706.33	-0.26488	0.00015929	0.10194	0.0081726	614.38	0.0016276	1.1457	1.9321	118.48	14.132	26.635	181.35	22.875	8.8987e-06	0.0072596
105.43	0.48701	31944.	3.1305e-05	-3.8767	-3.8615	63.473	19.353	47.291	705.46	-0.26368	0.00015882	0.10179	0.0081469	619.02	0.0016155	1.1460	1.9327	118.43	14.141	26.673	181.40	22.829	8.9105e-06	0.0072729
105.54	0.49089	31924.	3.1325e-05	-3.8715	-3.8561	63.522	19.343	47.320	704.59	-0.26248	0.00015836	0.10165	0.0081213	623.68	0.0016034	1.1463	1.9333	118.38	14.149	26.711	181.44	22.782	8.9223e-06	0.0072863
105.65	0.49479	31904.	3.1344e-05	-3.8663	-3.8508	63.572	19.333	47.349	703.72	-0.26127	0.00015789	0.10150	0.0080957	628.37	0.0015914	1.1465	1.9340	118.32	14.158	26.750	181.49	22.736	8.9341e-06	0.0072997
105.77	0.49872	31884.	3.1364e-05	-3.8611	-3.8455	63.621	19.323	47.378	702.85	-0.26005	0.00015742	0.10136	0.0080701	633.08	0.0015796	1.1468	1.9346	118.27	14.166	26.789	181.53	22.690	8.9459e-06	0.0073131
105.88	0.50266	31864.	3.1383e-05	-3.8559	-3.8402	63.670	19.313	47.407	701.98	-0.25883	0.00015696	0.10121	0.0080445	637.82	0.0015678	1.1471	1.9351	118.22	14.175	26.828	181.58	22.644	8.9578e-06	0.0073266
105.99	0.50663	31844.	3.1403e-05	-3.8507	-3.8348	63.719	19.303	47.437	701.11	-0.25760	0.00015650	0.10107	0.0080189	642.59	0.0015562	1.1473	1.9357	118.16	14.183	26.867	181.62	22.599	8.9697e-06	0.0073401
106.10	0.51062	31824.	3.1423e-05	-3.8455	-3.8295	63.769	19.293	47.467	700.24	-0.25637	0.00015604	0.10092	0.0079934	647.39	0.0015447	1.1476	1.9363	118.11	14.192	26.907	181.66	22.553	8.9815e-06	0.0073537
106.21	0.51464	31804.	3.1442e-05	-3.8403	-3.8242	63.818	19.283	47.497	699.36	-0.25512	0.00015558	0.10078	0.0079678	652.21	0.0015332	1.1478	1.9369	118.06	14.201	26.947	181.71	22.507	8.9935e-06	0.0073673
106.32	0.51868	31784.	3.1462e-05	-3.8351	-3.8188	63.867	19.274	47.527	698.49	-0.25388	0.00015512	0.10063	0.0079423	657.06	0.0015219	1.1480	1.9374	118.01	14.209	26.987	181.75	22.462	9.0054e-06	0.0073809
106.43	0.52274	31764.	3.1482e-05	-3.8299	-3.8135	63.916	19.264	47.557	697.62	-0.25262	0.00015467	0.10049	0.0079168	661.94	0.0015107	1.1483	1.9380	117.95	14.218	27.027	181.79	22.417	9.0173e-06	0.0073946
106.55	0.52682	31744.	3.1502e-05	-3.8247	-3.8081	63.965	19.254	47.588	696.74	-0.25136	0.00015422	0.10035	0.0078914	666.85	0.0014996	1.1485	1.9385	117.90	14.227	27.068	181.84	22.372	9.0292e-06	0.0074083
106.66	0.53093	31724.	3.1522e-05	-3.8195	-3.8028	64.014	19.244	47.619	695.86	-0.25009	0.00015376	0.10020	0.0078659	671.78	0.0014886	1.1487	1.9390	117.85	14.236	27.108	181.88	22.327	9.0412e-06	0.0074221
106.77	0.53506	31704.	3.1542e-05	-3.8143	-3.7974	64.063	19.234	47.650	694.99	-0.24882	0.00015331	0.10006	0.0078405	676.74	0.0014777	1.1489	1.9396	117.80	14.244	27.149	181.92	22.282	9.0532e-06	0.0074360
106.88	0.53921	31684.	3.1562e-05	-3.8090	-3.7920	64.112	19.225	47.681	694.11	-0.24753	0.00015286	0.099912	0.0078150	681.73	0.0014669	1.1491	1.9401	117.74	14.253	27.191	181.96	22.237	9.0652e-06	0.0074498
106.99	0.54339	31663.	3.1582e-05	-3.8038	-3.7867	64.161	19.215	47.712	693.23	-0.24625	0.00015242	0.099768	0.0077896	686.75	0.0014561	1.1494	1.9406	117.69	14.262	27.232	182.00	22.193	9.0772e-06	0.0074638
107.10	0.54759	31643.	3.1602e-05	-3.7986	-3.7813	64.210	19.205	47.744	692.35	-0.24495	0.00015197	0.099624	0.0077642	691.79	0.0014455	1.1496	1.9411	117.64	14.271	27.274	182.05	22.148	9.0892e-06	0.0074777
107.21	0.55181	31623.	3.1622e-05	-3.7934	-3.7759	64.259	19.195	47.776	691.47	-0.24365	0.00015153	0.099479	0.0077389	696.87	0.0014350	1.1497	1.9416	117.59	14.280	27.316	182.09	22.104	9.1013e-06	0.0074917
107.33	0.55606	31603.	3.1643e-05	-3.7881	-3.7705	64.308	19.186	47.808	690.59	-0.24234	0.00015109	0.099335	0.0077135	701.97	0.0014246	1.1499	1.9421	117.53	14.289	27.358	182.13	22.060	9.1133e-06	0.0075058
107.44	0.56033	31583.	3.1663e-05	-3.7829	-3.7652	64.356	19.176	47.840	689.71	-0.24102	0.00015065	0.099191	0.0076882	707.10	0.0014142	1.1501	1.9425	117.48	14.298	27.401	182.17	22.016	9.1254e-06	0.0075199
107.55	0.56463	31562.	3.1683e-05	-3.7777	-3.7598	64.405	19.167	47.872	688.83	-0.23970	0.00015021	0.099047	0.0076629	712.26	0.0014040	1.1503	1.9430	117.43	14.307	27.443	182.21	21.972	9.1375e-06	0.0075341
107.66	0.56894	31542.	3.1704e-05	-3.7724	-3.7544	64.454	19.157	47.905	687.94	-0.23837	0.00014977	0.098903	0.0076376	717.45	0.0013938	1.1505	1.9435	117.38	14.316	27.486	182.25	21.928	9.1496e-06	0.0075483
107.77	0.57329	31522.	3.1724e-05	-3.7672	-3.7490	64.503	19.147	47.938	687.06	-0.23703	0.00014933	0.098759	0.0076123	722.67	0.0013838	1.1506	1.9439	117.33	14.325	27.530	182.29	21.884	9.1618e-06	0.0075625
107.88	0.57765	31501.	3.1745e-05	-3.7619	-3.7436	64.551	19.138	47.971	686.17	-0.23569	0.00014890	0.098615	0.0075870	727.91	0.0013738	1.1508	1.9444	117.27	14.334	27.573	182.33	21.840	9.1739e-06	0.0075768
107.99	0.58205	31481.	3.1765e-05	-3.7567	-3.7382	64.600	19.128	48.004	685.29	-0.23434	0.00014846	0.098471	0.0075618	733.19	0.0013639	1.1509	1.9448	117.22	14.343	27.617	182.37	21.797	9.1861e-06	0.0075911
108.11	0.58646	31460.	3.1786e-05	-3.7514	-3.7328	64.649	19.119	48.037	684.40	-0.23298	0.00014803	0.098327	0.0075366	738.49	0.0013541	1.1511	1.9452	117.17	14.352	27.661	182.41	21.754	9.1983e-06	0.0076055
108.22	0.59090	31440.	3.1807e-05	-3.7462	-3.7274	64.698	19.110	48.071	683.51	-0.23161	0.00014760	0.098183	0.0075114	743.83	0.0013444	1.1512	1.9456	117.12	14.362	27.705	182.45	21.710	9.2105e-06	0.0076200
108.33	0.59536	31420.	3.1827e-05	-3.7409	-3.7220	64.746	19.100	48.105	682.62	-0.23024	0.00014717	0.098040	0.0074862	749.19	0.0013348	1.1514	1.9460	117.07	14.371	27.750	182.48	21.667	9.2227e-06	0.0076345
108.44	0.59985	31399.	3.1848e-05	-3.7357	-3.7166	64.795	19.091	48.139	681.73	-0.22886	0.00014675	0.097896	0.0074610	754.59	0.0013252	1.1515	1.9464	117.02	14.380	27.795	182.52	21.624	9.2349e-06	0.0076490
108.55	0.60437	31379.	3.1869e-05	-3.7304	-3.7112	64.843	19.081	48.173	680.84	-0.22747	0.00014632	0.097752	0.0074359	760.01	0.0013158	1.1516	1.9468	116.97	14.389	27.840	182.56	21.581	9.2472e-06	0.0076636
108.66	0.60890	31358.	3.1890e-05	-3.7252	-3.7057	64.892	19.072	48.208	679.95	-0.22608	0.00014590	0.097608	0.0074107	765.47	0.0013064	1.1517	1.9472	116.91	14.399	27.885	182.60	21.538	9.2594e-06	0.0076783
108.77	0.61347	31337.	3.1911e-05	-3.7199	-3.7003	64.941	19.063	48.242	679.06	-0.22467	0.00014547	0.097465	0.0073856	770.95	0.0012971	1.1518	1.9476	116.86	14.408	27.931	182.64	21.496	9.2717e-06	0.0076929
108.89	0.61805	31317.	3.1932e-05	-3.7146	-3.6949	64.989	19.054	48.277	678.17	-0.22326	0.00014505	0.097321	0.0073605	776.47	0.0012879	1.1520	1.9479	116.81	14.418	27.977	182.67	21.453	9.2840e-06	0.0077077
109.00	0.62267	31296.	3.1953e-05	-3.7093	-3.6895	65.038	19.044	48.313	677.28	-0.22184	0.00014463	0.097177	0.0073355	782.01	0.0012788	1.1521	1.9483	116.76	14.427	28.023	182.71	21.411	9.2964e-06	0.0077225
109.11	0.62730	31276.	3.1974e-05	-3.7041	-3.6840	65.086	19.035	48.348	676.38	-0.22042	0.00014421	0.097034	0.0073104	787.59	0.0012697	1.1522	1.9486	116.71	14.436	28.070	182.75	21.368	9.3087e-06	0.0077373
