Temperature (K)	Pressure (MPa)	Density (l, mol/m3)	Volume (l, m3/mol)	Internal Energy (l, kJ/mol)	Enthalpy (l, kJ/mol)	Entropy (l, J/mol*K)	Cv (l, J/mol*K)	Cp (l, J/mol*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/MPa)	Viscosity (l, Pa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, mol/m3)	Volume (v, m3/mol)	Internal Energy (v, kJ/mol)	Enthalpy (v, kJ/mol)	Entropy (v, J/mol*K)	Cv (v, J/mol*K)	Cp (v, J/mol*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/MPa)	Viscosity (v, Pa*s)	Therm. Cond. (v, W/m*K)
121.15	1.2917	28859.	3.4651e-05	-3.1132	-3.0684	70.242	18.221	53.963	573.82	-0.0081011	0.00010569	0.081776	0.0047229	1605.2	0.00062299	1.1213	1.9260	111.47	15.698	35.434	185.18	17.316	1.0784e-05	0.0097359
121.26	1.2995	28834.	3.4681e-05	-3.1075	-3.0624	70.289	18.216	54.038	572.80	-0.0054282	0.00010539	0.081637	0.0047001	1615.1	0.00061914	1.1206	1.9252	111.42	15.712	35.533	185.19	17.282	1.0799e-05	0.0097592
121.37	1.3074	28810.	3.4710e-05	-3.1018	-3.0564	70.336	18.210	54.114	571.78	-0.0027383	0.00010508	0.081498	0.0046774	1625.2	0.00061533	1.1198	1.9243	111.37	15.727	35.633	185.20	17.248	1.0815e-05	0.0097826
121.48	1.3153	28785.	3.4740e-05	-3.0960	-3.0504	70.384	18.205	54.190	570.77	-3.1081e-05	0.00010478	0.081359	0.0046546	1635.2	0.00061154	1.1191	1.9234	111.33	15.741	35.733	185.20	17.214	1.0830e-05	0.0098061
121.59	1.3232	28761.	3.4770e-05	-3.0903	-3.0443	70.431	18.199	54.267	569.75	0.0026935	0.00010447	0.081221	0.0046320	1645.3	0.00060777	1.1183	1.9225	111.28	15.756	35.834	185.21	17.181	1.0846e-05	0.0098297
121.71	1.3312	28736.	3.4800e-05	-3.0846	-3.0383	70.479	18.194	54.344	568.73	0.0054355	0.00010417	0.081082	0.0046093	1655.5	0.00060404	1.1176	1.9216	111.23	15.771	35.936	185.22	17.147	1.0861e-05	0.0098534
121.82	1.3392	28711.	3.4830e-05	-3.0788	-3.0322	70.526	18.189	54.422	567.70	0.0081952	0.00010387	0.080943	0.0045866	1665.8	0.00060033	1.1168	1.9207	111.19	15.785	36.039	185.22	17.113	1.0877e-05	0.0098773
121.93	1.3472	28686.	3.4860e-05	-3.0731	-3.0261	70.574	18.183	54.500	566.68	0.010973	0.00010356	0.080805	0.0045640	1676.0	0.00059664	1.1160	1.9198	111.14	15.800	36.143	185.23	17.080	1.0892e-05	0.0099012
122.04	1.3553	28662.	3.4890e-05	-3.0673	-3.0201	70.621	18.178	54.579	565.65	0.013768	0.00010326	0.080666	0.0045414	1686.4	0.00059298	1.1152	1.9188	111.09	15.815	36.248	185.23	17.046	1.0908e-05	0.0099253
122.15	1.3634	28637.	3.4920e-05	-3.0616	-3.0140	70.669	18.173	54.659	564.63	0.016582	0.00010296	0.080528	0.0045189	1696.8	0.00058935	1.1144	1.9179	111.04	15.830	36.353	185.24	17.012	1.0924e-05	0.0099495
122.26	1.3715	28612.	3.4951e-05	-3.0558	-3.0079	70.716	18.168	54.740	563.60	0.019414	0.00010266	0.080389	0.0044963	1707.2	0.00058574	1.1136	1.9169	111.00	15.845	36.459	185.24	16.979	1.0939e-05	0.0099738
122.37	1.3797	28587.	3.4981e-05	-3.0500	-3.0018	70.764	18.162	54.821	562.57	0.022264	0.00010236	0.080251	0.0044738	1717.8	0.00058216	1.1127	1.9159	110.95	15.860	36.567	185.25	16.945	1.0955e-05	0.0099983
122.49	1.3879	28562.	3.5012e-05	-3.0443	-2.9957	70.811	18.157	54.902	561.54	0.025133	0.00010206	0.080113	0.0044513	1728.3	0.00057860	1.1119	1.9149	110.90	15.875	36.675	185.25	16.912	1.0971e-05	0.010023
122.60	1.3961	28537.	3.5042e-05	-3.0385	-2.9896	70.859	18.152	54.985	560.50	0.028021	0.00010177	0.079974	0.0044288	1738.9	0.00057506	1.1110	1.9139	110.86	15.890	36.784	185.26	16.879	1.0987e-05	0.010048
122.71	1.4044	28512.	3.5073e-05	-3.0327	-2.9834	70.906	18.147	55.068	559.47	0.030928	0.00010147	0.079836	0.0044064	1749.6	0.00057155	1.1102	1.9129	110.81	15.905	36.894	185.26	16.845	1.1003e-05	0.010072
122.82	1.4127	28487.	3.5104e-05	-3.0269	-2.9773	70.954	18.142	55.152	558.43	0.033854	0.00010117	0.079698	0.0043839	1760.4	0.00056807	1.1093	1.9118	110.76	15.921	37.005	185.27	16.812	1.1019e-05	0.010097
122.93	1.4210	28461.	3.5135e-05	-3.0211	-2.9712	71.001	18.137	55.236	557.39	0.036799	0.00010088	0.079560	0.0043615	1771.2	0.00056460	1.1084	1.9107	110.71	15.936	37.116	185.27	16.779	1.1035e-05	0.010122
123.04	1.4294	28436.	3.5167e-05	-3.0153	-2.9650	71.049	18.133	55.321	556.35	0.039764	0.00010058	0.079422	0.0043392	1782.0	0.00056116	1.1075	1.9097	110.67	15.951	37.229	185.27	16.745	1.1051e-05	0.010148
123.15	1.4378	28411.	3.5198e-05	-3.0095	-2.9589	71.097	18.128	55.407	555.31	0.042749	0.00010029	0.079284	0.0043168	1792.9	0.00055775	1.1066	1.9086	110.62	15.967	37.343	185.28	16.712	1.1067e-05	0.010173
123.27	1.4463	28385.	3.5229e-05	-3.0037	-2.9527	71.144	18.123	55.493	554.27	0.045753	9.9992e-05	0.079146	0.0042945	1803.9	0.00055436	1.1057	1.9075	110.57	15.982	37.458	185.28	16.679	1.1083e-05	0.010198
123.38	1.4548	28360.	3.5261e-05	-2.9979	-2.9466	71.192	18.118	55.581	553.23	0.048777	9.9698e-05	0.079008	0.0042722	1814.9	0.00055099	1.1048	1.9063	110.53	15.998	37.573	185.28	16.646	1.1099e-05	0.010224
123.49	1.4633	28334.	3.5293e-05	-2.9920	-2.9404	71.239	18.114	55.669	552.18	0.051822	9.9406e-05	0.078870	0.0042499	1826.0	0.00054764	1.1039	1.9052	110.48	16.014	37.690	185.28	16.613	1.1116e-05	0.010250
123.60	1.4718	28309.	3.5325e-05	-2.9862	-2.9342	71.287	18.109	55.757	551.13	0.054887	9.9114e-05	0.078732	0.0042277	1837.2	0.00054432	1.1029	1.9041	110.43	16.030	37.808	185.28	16.580	1.1132e-05	0.010276
123.71	1.4804	28283.	3.5357e-05	-2.9803	-2.9280	71.335	18.104	55.847	550.08	0.057973	9.8823e-05	0.078594	0.0042055	1848.4	0.00054102	1.1020	1.9029	110.38	16.045	37.926	185.28	16.547	1.1148e-05	0.010302
123.82	1.4891	28258.	3.5389e-05	-2.9745	-2.9218	71.382	18.100	55.937	549.03	0.061079	9.8532e-05	0.078457	0.0041833	1859.6	0.00053774	1.1010	1.9017	110.34	16.061	38.046	185.29	16.514	1.1165e-05	0.010328
123.93	1.4977	28232.	3.5421e-05	-2.9686	-2.9156	71.430	18.096	56.028	547.98	0.064206	9.8242e-05	0.078319	0.0041611	1871.0	0.00053448	1.1000	1.9005	110.29	16.077	38.167	185.29	16.481	1.1181e-05	0.010354
124.05	1.5064	28206.	3.5453e-05	-2.9628	-2.9094	71.478	18.091	56.120	546.93	0.067355	9.7953e-05	0.078181	0.0041389	1882.4	0.00053125	1.0990	1.8993	110.24	16.093	38.289	185.29	16.448	1.1198e-05	0.010380
124.16	1.5151	28180.	3.5486e-05	-2.9569	-2.9031	71.525	18.087	56.212	545.87	0.070525	9.7664e-05	0.078043	0.0041168	1893.8	0.00052804	1.0980	1.8981	110.20	16.110	38.412	185.29	16.415	1.1214e-05	0.010407
124.27	1.5239	28154.	3.5518e-05	-2.9510	-2.8969	71.573	18.082	56.306	544.81	0.073717	9.7376e-05	0.077906	0.0040947	1905.3	0.00052484	1.0970	1.8968	110.15	16.126	38.536	185.29	16.382	1.1231e-05	0.010434
124.38	1.5327	28129.	3.5551e-05	-2.9452	-2.8907	71.621	18.078	56.400	543.75	0.076930	9.7089e-05	0.077768	0.0040727	1916.9	0.00052167	1.0960	1.8956	110.10	16.142	38.661	185.29	16.349	1.1248e-05	0.010460
124.49	1.5416	28103.	3.5584e-05	-2.9393	-2.8844	71.668	18.074	56.495	542.69	0.080166	9.6802e-05	0.077631	0.0040506	1928.5	0.00051853	1.0950	1.8943	110.05	16.159	38.787	185.28	16.316	1.1264e-05	0.010487
124.60	1.5504	28077.	3.5617e-05	-2.9334	-2.8782	71.716	18.070	56.591	541.63	0.083423	9.6515e-05	0.077493	0.0040286	1940.3	0.00051540	1.0939	1.8930	110.01	16.175	38.914	185.28	16.284	1.1281e-05	0.010515
124.71	1.5594	28050.	3.5650e-05	-2.9275	-2.8719	71.764	18.066	56.687	540.56	0.086703	9.6230e-05	0.077356	0.0040066	1952.0	0.00051229	1.0929	1.8917	109.96	16.192	39.043	185.28	16.251	1.1298e-05	0.010542
124.83	1.5683	28024.	3.5683e-05	-2.9216	-2.8656	71.812	18.062	56.785	539.50	0.090006	9.5945e-05	0.077219	0.0039847	1963.9	0.00050920	1.0918	1.8904	109.91	16.208	39.173	185.28	16.218	1.1315e-05	0.010569
124.94	1.5773	27998.	3.5717e-05	-2.9157	-2.8593	71.859	18.058	56.883	538.43	0.093332	9.5661e-05	0.077081	0.0039627	1975.8	0.00050614	1.0907	1.8890	109.87	16.225	39.304	185.28	16.186	1.1332e-05	0.010597
125.05	1.5863	27972.	3.5750e-05	-2.9097	-2.8530	71.907	18.054	56.982	537.36	0.096681	9.5377e-05	0.076944	0.0039408	1987.7	0.00050309	1.0896	1.8877	109.82	16.242	39.436	185.28	16.153	1.1349e-05	0.010625
125.16	1.5954	27945.	3.5784e-05	-2.9038	-2.8467	71.955	18.050	57.082	536.29	0.10005	9.5094e-05	0.076807	0.0039189	1999.7	0.00050006	1.0885	1.8863	109.77	16.259	39.569	185.27	16.120	1.1366e-05	0.010652
125.27	1.6045	27919.	3.5818e-05	-2.8979	-2.8404	72.003	18.046	57.183	535.22	0.10345	9.4811e-05	0.076670	0.0038971	2011.8	0.00049706	1.0874	1.8849	109.72	16.275	39.703	185.27	16.088	1.1383e-05	0.010680
125.38	1.6136	27893.	3.5852e-05	-2.8919	-2.8341	72.051	18.042	57.285	534.14	0.10687	9.4529e-05	0.076533	0.0038752	2024.0	0.00049407	1.0863	1.8835	109.68	16.292	39.839	185.27	16.055	1.1400e-05	0.010709
125.50	1.6228	27866.	3.5886e-05	-2.8860	-2.8277	72.099	18.039	57.388	533.07	0.11031	9.4248e-05	0.076395	0.0038534	2036.2	0.00049111	1.0851	1.8821	109.63	16.310	39.976	185.26	16.022	1.1417e-05	0.010737
125.61	1.6320	27840.	3.5920e-05	-2.8800	-2.8214	72.147	18.035	57.491	531.99	0.11378	9.3967e-05	0.076258	0.0038317	2048.5	0.00048816	1.0840	1.8806	109.58	16.327	40.114	185.26	15.990	1.1434e-05	0.010765
125.72	1.6412	27813.	3.5955e-05	-2.8741	-2.8150	72.194	18.032	57.596	530.91	0.11727	9.3687e-05	0.076121	0.0038099	2060.9	0.00048523	1.0828	1.8792	109.53	16.344	40.254	185.25	15.957	1.1452e-05	0.010794
125.83	1.6505	27786.	3.5989e-05	-2.8681	-2.8087	72.242	18.028	57.701	529.82	0.12079	9.3407e-05	0.075984	0.0037882	2073.3	0.00048232	1.0816	1.8777	109.49	16.361	40.395	185.25	15.925	1.1469e-05	0.010823
125.94	1.6598	27759.	3.6024e-05	-2.8621	-2.8023	72.290	18.025	57.808	528.74	0.12433	9.3128e-05	0.075848	0.0037665	2085.8	0.00047943	1.0805	1.8762	109.44	16.379	40.537	185.24	15.892	1.1486e-05	0.010852
126.05	1.6692	27733.	3.6059e-05	-2.8561	-2.7959	72.338	18.021	57.915	527.65	0.12790	9.2850e-05	0.075711	0.0037448	2098.4	0.00047656	1.0793	1.8747	109.39	16.396	40.681	185.24	15.860	1.1504e-05	0.010881
126.16	1.6786	27706.	3.6094e-05	-2.8501	-2.7895	72.386	18.018	58.024	526.57	0.13149	9.2572e-05	0.075574	0.0037232	2111.0	0.00047370	1.0780	1.8732	109.34	16.414	40.825	185.23	15.827	1.1521e-05	0.010910
126.28	1.6880	27679.	3.6129e-05	-2.8441	-2.7831	72.434	18.015	58.133	525.48	0.13511	9.2294e-05	0.075437	0.0037016	2123.7	0.00047087	1.0768	1.8717	109.30	16.432	40.972	185.23	15.795	1.1539e-05	0.010940
126.39	1.6975	27652.	3.6164e-05	-2.8381	-2.7767	72.482	18.011	58.244	524.38	0.13875	9.2018e-05	0.075300	0.0036800	2136.5	0.00046805	1.0756	1.8701	109.25	16.449	41.119	185.22	15.763	1.1557e-05	0.010969
126.50	1.7070	27625.	3.6200e-05	-2.8321	-2.7703	72.530	18.008	58.355	523.29	0.14243	9.1741e-05	0.075164	0.0036584	2149.4	0.00046526	1.0743	1.8685	109.20	16.467	41.269	185.21	15.730	1.1574e-05	0.010999
126.61	1.7166	27598.	3.6235e-05	-2.8261	-2.7639	72.578	18.005	58.468	522.20	0.14612	9.1466e-05	0.075027	0.0036369	2162.3	0.00046248	1.0731	1.8669	109.15	16.485	41.419	185.21	15.698	1.1592e-05	0.011029
126.72	1.7261	27570.	3.6271e-05	-2.8200	-2.7574	72.627	18.002	58.581	521.10	0.14985	9.1191e-05	0.074890	0.0036154	2175.3	0.00045971	1.0718	1.8653	109.11	16.503	41.571	185.20	15.665	1.1610e-05	0.011059
126.83	1.7358	27543.	3.6307e-05	-2.8140	-2.7510	72.675	17.999	58.696	520.00	0.15360	9.0916e-05	0.074754	0.0035939	2188.3	0.00045697	1.0705	1.8637	109.06	16.521	41.725	185.19	15.633	1.1628e-05	0.011090
126.94	1.7454	27516.	3.6343e-05	-2.8080	-2.7445	72.723	17.996	58.812	518.90	0.15738	9.0642e-05	0.074617	0.0035725	2201.5	0.00045424	1.0692	1.8620	109.01	16.540	41.880	185.19	15.601	1.1646e-05	0.011120
127.06	1.7551	27488.	3.6379e-05	-2.8019	-2.7380	72.771	17.993	58.929	517.79	0.16118	9.0368e-05	0.074481	0.0035510	2214.7	0.00045153	1.0679	1.8604	108.96	16.558	42.036	185.18	15.568	1.1664e-05	0.011151
127.17	1.7649	27461.	3.6415e-05	-2.7958	-2.7316	72.819	17.991	59.047	516.69	0.16502	9.0095e-05	0.074344	0.0035296	2228.0	0.00044884	1.0666	1.8587	108.92	16.576	42.194	185.17	15.536	1.1682e-05	0.011182
127.28	1.7746	27433.	3.6452e-05	-2.7898	-2.7251	72.867	17.988	59.166	515.58	0.16888	8.9823e-05	0.074208	0.0035083	2241.3	0.00044616	1.0652	1.8570	108.87	16.595	42.354	185.16	15.504	1.1700e-05	0.011213
127.39	1.7844	27406.	3.6489e-05	-2.7837	-2.7186	72.916	17.985	59.286	514.47	0.17277	8.9551e-05	0.074072	0.0034869	2254.8	0.00044350	1.0639	1.8553	108.82	16.613	42.515	185.15	15.472	1.1719e-05	0.011244
127.50	1.7943	27378.	3.6526e-05	-2.7776	-2.7121	72.964	17.983	59.407	513.36	0.17669	8.9280e-05	0.073935	0.0034656	2268.3	0.00044086	1.0625	1.8535	108.77	16.632	42.678	185.14	15.439	1.1737e-05	0.011275
127.61	1.8042	27350.	3.6563e-05	-2.7715	-2.7055	73.012	17.980	59.530	512.25	0.18064	8.9009e-05	0.073799	0.0034444	2281.9	0.00043823	1.0611	1.8518	108.72	16.651	42.842	185.13	15.407	1.1755e-05	0.011307
127.72	1.8141	27322.	3.6600e-05	-2.7654	-2.6990	73.061	17.978	59.654	511.13	0.18462	8.8739e-05	0.073663	0.0034231	2295.6	0.00043562	1.0597	1.8500	108.68	16.670	43.008	185.12	15.375	1.1774e-05	0.011339
127.84	1.8241	27295.	3.6637e-05	-2.7593	-2.6925	73.109	17.976	59.779	510.01	0.18863	8.8469e-05	0.073527	0.0034019	2309.3	0.00043303	1.0583	1.8482	108.63	16.689	43.176	185.11	15.343	1.1792e-05	0.011371
127.95	1.8341	27267.	3.6675e-05	-2.7532	-2.6859	73.157	17.973	59.905	508.89	0.19267	8.8199e-05	0.073391	0.0033807	2323.1	0.00043046	1.0569	1.8464	108.58	16.708	43.346	185.10	15.310	1.1811e-05	0.011403
128.06	1.8441	27239.	3.6713e-05	-2.7470	-2.6793	73.206	17.971	60.032	507.77	0.19674	8.7931e-05	0.073254	0.0033595	2337.0	0.00042789	1.0555	1.8446	108.53	16.727	43.517	185.09	15.278	1.1829e-05	0.011435
128.17	1.8542	27210.	3.6751e-05	-2.7409	-2.6728	73.254	17.969	60.161	506.65	0.20084	8.7662e-05	0.073118	0.0033384	2351.0	0.00042535	1.0540	1.8427	108.48	16.746	43.690	185.08	15.246	1.1848e-05	0.011468
128.28	1.8643	27182.	3.6789e-05	-2.7348	-2.6662	73.303	17.967	60.291	505.52	0.20497	8.7394e-05	0.072982	0.0033173	2365.1	0.00042282	1.0526	1.8408	108.44	16.765	43.865	185.07	15.214	1.1867e-05	0.011500
128.39	1.8745	27154.	3.6827e-05	-2.7286	-2.6596	73.351	17.965	60.422	504.39	0.20914	8.7127e-05	0.072846	0.0032962	2379.2	0.00042031	1.0511	1.8390	108.39	16.785	44.041	185.05	15.182	1.1886e-05	0.011533
128.50	1.8847	27126.	3.6865e-05	-2.7224	-2.6530	73.400	17.963	60.555	503.26	0.21333	8.6860e-05	0.072711	0.0032752	2393.4	0.00041781	1.0496	1.8370	108.34	16.804	44.220	185.04	15.150	1.1905e-05	0.011566
128.62	1.8950	27097.	3.6904e-05	-2.7163	-2.6463	73.448	17.961	60.689	502.13	0.21756	8.6594e-05	0.072575	0.0032541	2407.7	0.00041533	1.0481	1.8351	108.29	16.824	44.400	185.03	15.117	1.1924e-05	0.011600
128.73	1.9052	27069.	3.6943e-05	-2.7101	-2.6397	73.497	17.959	60.824	501.00	0.22182	8.6328e-05	0.072439	0.0032331	2422.1	0.00041286	1.0466	1.8332	108.24	16.844	44.582	185.02	15.085	1.1943e-05	0.011633
128.84	1.9156	27040.	3.6982e-05	-2.7039	-2.6330	73.546	17.958	60.961	499.86	0.22611	8.6063e-05	0.072303	0.0032122	2436.6	0.00041041	1.0450	1.8312	108.20	16.863	44.766	185.00	15.053	1.1962e-05	0.011667
128.95	1.9259	27012.	3.7021e-05	-2.6977	-2.6264	73.594	17.956	61.099	498.72	0.23043	8.5798e-05	0.072167	0.0031913	2451.1	0.00040797	1.0435	1.8292	108.15	16.883	44.953	184.99	15.021	1.1981e-05	0.011701
129.06	1.9363	26983.	3.7061e-05	-2.6915	-2.6197	73.643	17.954	61.238	497.58	0.23479	8.5533e-05	0.072032	0.0031704	2465.8	0.00040555	1.0419	1.8272	108.10	16.903	45.141	184.98	14.989	1.2000e-05	0.011735
129.17	1.9468	26954.	3.7100e-05	-2.6853	-2.6130	73.692	17.953	61.379	496.43	0.23919	8.5269e-05	0.071896	0.0031495	2480.5	0.00040314	1.0403	1.8252	108.05	16.923	45.331	184.96	14.957	1.2020e-05	0.011770
129.29	1.9573	26925.	3.7140e-05	-2.6790	-2.6063	73.741	17.952	61.522	495.29	0.24362	8.5006e-05	0.071760	0.0031286	2495.3	0.00040075	1.0387	1.8231	108.00	16.944	45.523	184.95	14.925	1.2039e-05	0.011804
129.40	1.9678	26896.	3.7180e-05	-2.6728	-2.5996	73.789	17.950	61.666	494.14	0.24808	8.4743e-05	0.071625	0.0031078	2510.2	0.00039837	1.0371	1.8210	107.95	16.964	45.717	184.93	14.892	1.2059e-05	0.011839
129.51	1.9783	26867.	3.7220e-05	-2.6665	-2.5929	73.838	17.949	61.811	492.99	0.25258	8.4480e-05	0.071489	0.0030871	2525.2	0.00039601	1.0355	1.8189	107.90	16.984	45.914	184.92	14.860	1.2078e-05	0.011874
129.62	1.9890	26838.	3.7260e-05	-2.6603	-2.5862	73.887	17.948	61.958	491.84	0.25711	8.4218e-05	0.071353	0.0030663	2540.3	0.00039366	1.0339	1.8168	107.86	17.005	46.112	184.90	14.828	1.2098e-05	0.011909
129.73	1.9996	26809.	3.7301e-05	-2.6540	-2.5794	73.936	17.947	62.107	490.68	0.26168	8.3956e-05	0.071218	0.0030456	2555.4	0.00039132	1.0322	1.8147	107.81	17.026	46.313	184.89	14.796	1.2118e-05	0.011945
129.84	2.0103	26780.	3.7342e-05	-2.6478	-2.5727	73.985	17.946	62.257	489.52	0.26628	8.3695e-05	0.071083	0.0030249	2570.7	0.00038900	1.0305	1.8125	107.76	17.046	46.516	184.87	14.764	1.2138e-05	0.011981
129.95	2.0210	26750.	3.7383e-05	-2.6415	-2.5659	74.034	17.945	62.409	488.36	0.27093	8.3434e-05	0.070947	0.0030042	2586.0	0.00038670	1.0289	1.8104	107.71	17.067	46.721	184.85	14.732	1.2158e-05	0.012017
130.07	2.0318	26721.	3.7424e-05	-2.6352	-2.5591	74.083	17.944	62.562	487.20	0.27561	8.3174e-05	0.070812	0.0029836	2601.4	0.00038440	1.0271	1.8082	107.66	17.088	46.928	184.84	14.700	1.2178e-05	0.012053
130.18	2.0426	26691.	3.7465e-05	-2.6289	-2.5523	74.132	17.943	62.717	486.04	0.28032	8.2914e-05	0.070676	0.0029630	2617.0	0.00038212	1.0254	1.8059	107.61	17.109	47.138	184.82	14.668	1.2198e-05	0.012089
130.29	2.0534	26662.	3.7507e-05	-2.6226	-2.5455	74.181	17.943	62.874	484.87	0.28508	8.2654e-05	0.070541	0.0029425	2632.6	0.00037986	1.0237	1.8037	107.56	17.131	47.350	184.80	14.636	1.2218e-05	0.012126
130.40	2.0643	26632.	3.7549e-05	-2.6162	-2.5387	74.231	17.942	63.032	483.70	0.28987	8.2395e-05	0.070406	0.0029219	2648.3	0.00037760	1.0219	1.8014	107.51	17.152	47.565	184.78	14.603	1.2238e-05	0.012163
130.51	2.0752	26602.	3.7591e-05	-2.6099	-2.5319	74.280	17.942	63.192	482.53	0.29471	8.2137e-05	0.070271	0.0029014	2664.1	0.00037536	1.0202	1.7991	107.47	17.173	47.782	184.77	14.571	1.2259e-05	0.012200
130.62	2.0862	26572.	3.7633e-05	-2.6035	-2.5250	74.329	17.942	63.354	481.35	0.29958	8.1878e-05	0.070135	0.0028809	2680.0	0.00037314	1.0184	1.7968	107.42	17.195	48.001	184.75	14.539	1.2279e-05	0.012237
130.73	2.0972	26542.	3.7676e-05	-2.5972	-2.5182	74.379	17.941	63.518	480.18	0.30449	8.1620e-05	0.070000	0.0028605	2696.0	0.00037092	1.0166	1.7945	107.37	17.216	48.224	184.73	14.507	1.2300e-05	0.012275
130.85	2.1083	26512.	3.7718e-05	-2.5908	-2.5113	74.428	17.941	63.684	479.00	0.30944	8.1363e-05	0.069865	0.0028401	2712.1	0.00036872	1.0148	1.7921	107.32	17.238	48.448	184.71	14.475	1.2320e-05	0.012313
130.96	2.1194	26482.	3.7761e-05	-2.5844	-2.5044	74.477	17.941	63.851	477.82	0.31444	8.1106e-05	0.069730	0.0028197	2728.2	0.00036654	1.0129	1.7898	107.27	17.260	48.676	184.69	14.443	1.2341e-05	0.012351
131.07	2.1305	26452.	3.7804e-05	-2.5781	-2.4975	74.527	17.941	64.020	476.63	0.31947	8.0849e-05	0.069595	0.0027994	2744.5	0.00036436	1.0111	1.7874	107.22	17.282	48.906	184.67	14.411	1.2362e-05	0.012389
131.18	2.1417	26422.	3.7848e-05	-2.5717	-2.4906	74.576	17.941	64.192	475.44	0.32455	8.0593e-05	0.069460	0.0027791	2760.9	0.00036220	1.0092	1.7849	107.17	17.304	49.138	184.65	14.378	1.2383e-05	0.012428
131.29	2.1529	26391.	3.7891e-05	-2.5652	-2.4837	74.626	17.941	64.365	474.26	0.32967	8.0337e-05	0.069325	0.0027588	2777.4	0.00036005	1.0073	1.7825	107.12	17.326	49.374	184.63	14.346	1.2404e-05	0.012467
131.40	2.1642	26361.	3.7935e-05	-2.5588	-2.4767	74.675	17.942	64.540	473.06	0.33483	8.0082e-05	0.069190	0.0027385	2794.0	0.00035791	1.0054	1.7800	107.07	17.349	49.612	184.61	14.314	1.2425e-05	0.012506
131.51	2.1755	26330.	3.7979e-05	-2.5524	-2.4698	74.725	17.942	64.717	471.87	0.34004	7.9827e-05	0.069055	0.0027183	2810.6	0.00035579	1.0035	1.7775	107.02	17.371	49.853	184.59	14.282	1.2446e-05	0.012545
131.63	2.1868	26299.	3.8024e-05	-2.5459	-2.4628	74.775	17.943	64.897	470.67	0.34529	7.9572e-05	0.068921	0.0026982	2827.4	0.00035368	1.0016	1.7750	106.97	17.394	50.097	184.57	14.250	1.2467e-05	0.012585
131.74	2.1982	26269.	3.8068e-05	-2.5395	-2.4558	74.825	17.943	65.078	469.47	0.35059	7.9318e-05	0.068786	0.0026780	2844.3	0.00035158	0.99961	1.7725	106.92	17.417	50.344	184.54	14.217	1.2489e-05	0.012625
131.85	2.2097	26238.	3.8113e-05	-2.5330	-2.4488	74.874	17.944	65.262	468.27	0.35593	7.9064e-05	0.068651	0.0026579	2861.3	0.00034949	0.99764	1.7699	106.87	17.440	50.595	184.52	14.185	1.2510e-05	0.012665
131.96	2.2211	26207.	3.8158e-05	-2.5265	-2.4418	74.924	17.945	65.447	467.06	0.36131	7.8811e-05	0.068516	0.0026378	2878.4	0.00034741	0.99565	1.7673	106.82	17.463	50.848	184.50	14.153	1.2532e-05	0.012706
132.07	2.2327	26176.	3.8204e-05	-2.5201	-2.4348	74.974	17.946	65.635	465.85	0.36674	7.8557e-05	0.068381	0.0026178	2895.6	0.00034535	0.99363	1.7647	106.77	17.486	51.104	184.48	14.121	1.2554e-05	0.012747
132.18	2.2442	26144.	3.8249e-05	-2.5136	-2.4277	75.024	17.947	65.825	464.64	0.37222	7.8305e-05	0.068247	0.0025977	2912.9	0.00034330	0.99161	1.7620	106.72	17.509	51.364	184.45	14.088	1.2575e-05	0.012788
132.29	2.2558	26113.	3.8295e-05	-2.5070	-2.4207	75.074	17.948	66.018	463.43	0.37775	7.8052e-05	0.068112	0.0025778	2930.3	0.00034126	0.98956	1.7594	106.67	17.532	51.627	184.43	14.056	1.2597e-05	0.012829
132.41	2.2675	26082.	3.8341e-05	-2.5005	-2.4136	75.124	17.949	66.213	462.21	0.38332	7.7800e-05	0.067978	0.0025578	2947.9	0.00033923	0.98749	1.7567	106.62	17.556	51.893	184.41	14.024	1.2619e-05	0.012871
132.52	2.2792	26050.	3.8387e-05	-2.4940	-2.4065	75.174	17.950	66.410	461.00	0.38895	7.7548e-05	0.067843	0.0025379	2965.5	0.00033721	0.98540	1.7540	106.57	17.580	52.162	184.38	13.991	1.2641e-05	0.012913
132.63	2.2909	26019.	3.8434e-05	-2.4874	-2.3994	75.225	17.952	66.609	459.77	0.39462	7.7297e-05	0.067708	0.0025180	2983.3	0.00033520	0.98330	1.7512	106.52	17.604	52.436	184.36	13.959	1.2664e-05	0.012955
132.74	2.3027	25987.	3.8481e-05	-2.4809	-2.3923	75.275	17.953	66.811	458.55	0.40034	7.7046e-05	0.067574	0.0024982	3001.1	0.00033321	0.98117	1.7484	106.47	17.628	52.712	184.33	13.926	1.2686e-05	0.012998
132.85	2.3145	25955.	3.8528e-05	-2.4743	-2.3851	75.325	17.955	67.016	457.32	0.40611	7.6795e-05	0.067439	0.0024784	3019.1	0.00033122	0.97903	1.7456	106.42	17.652	52.992	184.31	13.894	1.2709e-05	0.013041
132.96	2.3264	25923.	3.8576e-05	-2.4677	-2.3780	75.376	17.957	67.223	456.09	0.41194	7.6545e-05	0.067305	0.0024586	3037.2	0.00032925	0.97686	1.7428	106.37	17.676	53.276	184.28	13.862	1.2731e-05	0.013084
